Entity Name,Alternative Name,Type,Tag
Kinsay (King-szé,,"women of the town, physicians and astrologers, courts of justice",
Kinsay (King-szé,,vast consumption of pepper,
Kinsay (King-szé,,inhabitants’ character — their behaviour to women and foreigners,
Kinsay (King-szé,,hatred of soldiers,
Kinsay (King-szé,,pleasures on the lake and in carriage excursions,
Kinsay (King-szé,,palace of the king,
Kinsay (King-szé,,the king’s effeminacy and ruin,
Kinsay (King-szé,,tides,
Kinsay (King-szé,,plan of,
Kinsay (King-szé,,notices by various writers of,
Kinsay (King-szé,,wealth of,
Kinsay (King-szé,,ships,
Kin-sha Kiang,,“River of Golden Sands” (upper branch of Great Kiang,
Kin-sha Kiang,,Brius),
Kinshan,,/see/ Golden Island,
Kinto,,"or Hintu, Mongol general",
Kipchak (Ponent,,Southern Russia,
Kipchak (Ponent,,events related by Polo in,
Kipchak (Ponent,,sovereigns,
Kipchak (Ponent,,people of,
Kipchak (Ponent,,extent of empire,
Kirghiz Kazak,,,
Kirghiz,,the,
Kiria,,,
Kirk,,"Sir John, and Raphia palm",
Kis,,"Kish, or Kais (Kisi), now Ghes, or Kem, island in Persian Gulf",
Kis,,merchants,
Kis,,described,
Kishik,,"Kishikan, Kizik, Keshikchi, /see/ Keshican",
Kishm (Casem),,,
Kishm (Casem,,"—— or Brakht (Oaracta), island in the Persian Gulf",
Kistna River,,,
Kitubuka,,General,
Kiu-chau,,,
Kiulan (Quilon,,/see/ Coilum,
Kizil Irmak,,the,
Kizil River,,,
Kneeling oxen,,,
Kobad,,the Sassanian,
Kobdo,,,
Koh–Banán (Cobinan),,,
Koja (Coja,,a Tartar envoy from Persia,
Kokcha River,,,
Kokcha River,,"/Kok–Tash/, greenstone of Samarkand",
Kolastri,,or Kolatiri Rajas,
Ko-li-ki-sze,,,
Kolkhoi of Ptolemy,,identified,
Kollam,,/see/ Coilum,
Koloman,,/see/ Coloman,
Kolyma,,bird-hunting at,
Kolyma,,[Greek: Kómakon],
Komár,,,
Komár,,[Greek: Komária ákron],
Konár tree,,Marco Polo’s apples of Paradise,
Kondachi,,,
Konkan,,Konkan–Tana,
Konkan,,"/Korano/, epithet on Indo–Scythic coins",
Konkan,,"/Korea, History of/",
Koresh king,,,
Koresh king,,"/Kornish/, or K’o-tow (Khén-théu)",
Kosakio,,a general against Japan,
Kosseir,,,
Kotcheres,,Kurds of Mosul,
Kotlogh,,"or Kutlugh, Sultan of Kerman",
Kotlogh Shah,,the Chaghataian prince,
Kotrobah Island,,,
Kouyunjik,,sculptures at,
Kozlov,,"Lieutenant K.P., on the Lob-nor",
Kuang-chou,,,
Kúbenán (Cobinan,,a Kuh-banán “Hill of the Terebinths or Wild Pistachios”,
Kúblái (Cublay,,"Káán, the Great Khán",
Kúblái (Cublay,,his envoys meet the two elder Polos,
Kúblái (Cublay,,receives and questions the Polos,
Kúblái (Cublay,,sends them as envoys to the Pope,
Kúblái (Cublay,,"his desire for Christian teachers, and for oil from the lamp in the",
Kúblái (Cublay,,Holy Sepulchre,
Kúblái (Cublay,,gives them a Golden Tablet,
Kúblái (Cublay,,his reception of the three Polos,
Kúblái (Cublay,,sends Marco on an embassy,
Kúblái (Cublay,,Marco grows in favour,
Kúblái (Cublay,,allows the Polos to depart with Tablets of Authority,
Kúblái (Cublay,,rumour of his death,
Kúblái (Cublay,,sends a napkin of asbestos to the Pope,
Kúblái (Cublay,,his greatness and power,
Kúblái (Cublay,,his milk libations,
Kúblái (Cublay,,his inscription at Shangtu,
Kúblái (Cublay,,Chinghiz’s prophecy,
Kúblái (Cublay,,"his lineage, age, and accession",
Kúblái (Cublay,,Nayan’s revolt,
Kúblái (Cublay,,Nayan’s defeat and death,
Kúblái (Cublay,,rebukes anti-Christian gibes,
Kúblái (Cublay,,returns to Cambaluc,
Kúblái (Cublay,,treats four religions with equal respect,
Kúblái (Cublay,,his views on Christianity,
Kúblái (Cublay,,how he rewards his captains,
Kúblái (Cublay,,his personal appearance,
Kúblái (Cublay,,his wives and ladies-inwaiting,
Kúblái (Cublay,,his palace at Cambaluc,
Kúblái (Cublay,,builds Cambaluc city,
Kúblái (Cublay,,his bodyguard,
Kúblái (Cublay,,order of his feasts,
Kúblái (Cublay,,celebration of his birthday,
Kúblái (Cublay,,his distribution of robes,
Kúblái (Cublay,,his New Year’s feast,
Kúblái (Cublay,,his elephants,
Kúblái (Cublay,,the /K’o-tow/,
Kúblái (Cublay,,adopts Chinese ancestor-worship,
Kúblái (Cublay,,his game laws,
Kúblái (Cublay,,his hunting establishment,
Kúblái (Cublay,,his masters of hounds,
Kúblái (Cublay,,how he goes a-hunting,
Kúblái (Cublay,,how his year is spent,
Kúblái (Cublay,,"Ahmad’s influence, oppression, and death",
Kúblái (Cublay,,his treatment of Mahomedans,
Kúblái (Cublay,,his mint and paper-money,
Kúblái (Cublay,,his purchase of valuables,
Kúblái (Cublay,,his twelve great Barons,
Kúblái (Cublay,,his posts and runners,
Kúblái (Cublay,,remission of taxes,
Kúblái (Cublay,,his justice,
Kúblái (Cublay,,a tree planter,
Kúblái (Cublay,,his store of corn,
Kúblái (Cublay,,charity to the poor,
Kúblái (Cublay,,his astrologers,
Kúblái (Cublay,,"gaol deliveries, and prohibition of gambling",
Kúblái (Cublay,,his early campaign in Yun-nan,
Kúblái (Cublay,,and the king of Mien and Bangala,
Kúblái (Cublay,,Litan’s plot,
Kúblái (Cublay,,sends Bayan to invade Manzi,
Kúblái (Cublay,,his dealings with Bayan,
Kúblái (Cublay,,satisfied with the Polo’s mangonels,
Kúblái (Cublay,,appoints Mar Sarghis governor of Chinghian-fu,
Kúblái (Cublay,,the city of Kinsay,
Kúblái (Cublay,,his revenue from Kinsay,
Kúblái (Cublay,,from Zayton,
Kúblái (Cublay,,his expedition against Chipangu (Japan),
Kúblái (Cublay,,sends force against Chamba,
Kúblái (Cublay,,attempts to gain Java,
Kúblái (Cublay,,his death,
Kúblái (Cublay,,sends to buy Ceylon ruby,
Kúblái (Cublay,,sends for religions of Sakya,
Kúblái (Cublay,,testifies to miraculous powers of Sakya’s dish,
Kúblái (Cublay,,intercourse with Ma’bar,
Kúblái (Cublay,,with Kaulam,
Kúblái (Cublay,,missions to Madagascar,
Kúblái (Cublay,,Kaidu’s wars with him,
Kúblái (Cublay,,"—— Khan, territories and people subject to (Turkistan)",
Kúblái (Cublay,,(Tangut and Mongolia),
Kúblái (Cublay,,(Tibetan frontier and Yun-nan),
Kúblái (Cublay,,(Western China),
Kúblái (Cublay,,(N. Eastern China),
Kúblái (Cublay,,(Manzi),
Kúblái (Cublay,,(Sinju),
Kúblái (Cublay,,(Caiju),
Kúblái (Cublay,,Chinghian-fu,
Kúblái (Cublay,,(Chinginju),
Kúblái (Cublay,,(Suju),
Kúblái (Cublay,,(Tanpigu),
Kúblái (Cublay,,(Chonka),
Kúblái (Cublay,,(Zayton),
Kúblái (Cublay,,(Chamba),
Kúblái (Cublay,,(Sumatra),
Kuché character,,,
Kuché character,,"/Kudatku Bilik/, an Uíghúr poem",
Kuhistan,,or Hill country of Persia,
Kúkachin,,/see/ Cocachin,
Kukin-Tána,,,
Kukju (Genkju,,Kúblái’s son,
Kuku–Khotan (Blue Town,,depôt for Mongolian trade with China,
Ku-kwan,,Customs’ Barrier,
Kuláb,,lions in,
Kuláb,,Salt Mines,
Kulán,,"/Asinus Onager/, the Gor Khar of Persia",
Kulasaikera,,,
Kumár,,/see/ Komár,
Kumhari,,"Kumari, /see/ Comari",
Kumiz,,"kimiz (kemiz), Mare’s milk, Tartar beverage",
Kumiz,,sprinkling of,
Kummájar,,,
Kúnbúrn Monastery,,,
Kunduz,,,
Kunduz,,/Kunduz/ (beaver or sable),
Kunduz–Baghlán,,,
Kung-ki-cheng (Fei-ch’eng),,,
Kunguráts,,"Kunkuráts (Ungrat), a Mongol tribe",
Kunguráts,,"/Kunichi/ (Cunichi, or Chinuchi), “The Keepers of the Mastiff Dogs”",
Kuniyah (Conia,,"Iconium, Koniah",
Kunlun (Pulo Condore),,,
Kurd dynasty,,,
Kurdistan (Curdistan),,,
Kurds,,the,
Kúreh-i-Ardeshír (Kuwáshír),,,
Kuria Maria Islands,,,
Kuridai,,Kúblái’s son,
Kuridai,,"/Kúrkah/, great drum",
Kurmishi,,,
Kurshids of Lùristán,,,
Kurshids of Lùristán,,/Kurut/ (Curd),
Kus,,Cos (in Egypt),
Kushluk,,the Naiman,
Kutan,,son of Okkodai,
Kutchluk Khan (Buddhist,,Chief of the Naïmans,
Kutuktemur,,Kúblái’s son,
Kutulun,,Princess,
Kuwinji,,/see/ Kaunchi,
Kuyuk Khan,,,
Kwa-chau (Caiju,,at mouth of Great Canabon Yang-tse-Kiang,
Kwan Hsien,,,
Kwansinfu,,,
Kwawa,,"i.e. Java, etymology",
Kwei-chau (Cuiju),,,
Kwei-hwa-ch’eng,,or Kuku Khotan,
Kweilei River,,,
Kyung-sang province,,,
Kyung-sang province,,,
Lac (Wallachia,,Lacz,
Ladies’ dresses in Badakhshan,,,
Ladies of Kinsay,,,
Lagong,,,
Lahore (Dalivar,,Dilivar),
Lahsa,,,
Lájwurd mines,,,
Lake,,Caindu,
Lake,,—— Fanchau,
Lake,,—— Kinsay,
Lake,,—— of Palace at Cambaluc,
Lake,,—— Pleasure parties on,
Lake,,—— Talifu,
Lake,,—— Yunnan-fu,
Laknaoti,,,
Lakshamana Deva,,king of Kashmír,
Lamas of Tibetan Buddhism,,,
Lamas of Tibetan Buddhism,,their superstitions and rites,
Lamas of Tibetan Buddhism,,their monasteries,
Lamas of Tibetan Buddhism,,marriage. (/See/ also Bakhshi.),
Lambri,,,
Lambri,,kingdom of,
Lambri,,situation of,
Lances of Sago Palm,,,
Lanchang,,,
Land of Darkness,,,
Land of Darkness,,market in,
Langdarma,,,
Langting Balghasun,,,
Languages used in Mongol Court and administration,,,
Lan–Ho,,,
Lanja Bálús,,or Lankha bálús,
Lanka (Ceylon),,,
Lan Ki Hien (Nan–Che-hien),,,
Lanner Falcons,,,
Lan-tsang kiang (Mekong) River,,,
Lao–Kiun,,"or Lao–Tseu, the Philosopher",
Laos,,people of,
Lar,,or Lát-Desa,
Lar,,—— province,
Latin version of Polo’s Book,,,
Latins,,the term,
Latsé,,Tibetan for musk,
Lauredano,,Agnes,
Lauredano,,/Laurus Camphora/,
Lawek,,/Lawáki/,
Laxities of marriage customs,,/see/ Marriage,
Layard,,Mr,
Layas,,/see/ Ayas,
Layas,,—— Gulf of,
Leather,,,
Leather,,embroidered mats of Guzerat,
Leaves,,,
Leaves,,used for plates,
Leaves,,green leaves said to have a soul,
Lecomte on Chinese war vessels,,,
Lembeser,,Ismaelite fortress,
Lenzin,,,
Leon I,,king of Lesser Armenia,
Leon II,,king of Lesser Armenia,
Leon III,,king of Lesser Armenia,
Leon VI,,last king of Lesser Armenia,
Leopards,,,
Leopards,,taught to sit on horseback,
Leopards,,(Cheetas) kept for the Chase by Kúblái,
Lepechin,,Professor,
Le Strange,,Guy,
Leung Shan,,,
Levant,,term applied by Polo to the kingdom of the Mongol Khans,
Lewchew,,,
Lewis,,/see/ St. Lewis,
Lewis XI. and XII. (France),,,
Lew-sha,,old Chinese name for Lop Desert,
Leyes,,/see/ Ayas,
Lhása,,,
Lhása,,/Labrang/ Monastery at,
Lhása,,"/Li/, Chinese measure",
Lhása,,supposed to be confounded with miles,
Liampo (Ningpo),,,
Liang,,or tael,
Liang-chau in Kansuh,,,
Liao dynasty,,,
Liao-tong,,,
Libanos,,[Greek: Libanophóros] and [Greek: libanotophóros chóra],
Libanos,,/Libro d’Oro/,
Licinius,,Emperor,
Licinius,,,
Lidé (Liti),,,
Lieuli Ho,,,
Lign-aloes (eagle-wood,,,
Lign-aloes (eagle-wood,,etymology,
Lign-aloes (eagle-wood,,in Sumatra,
Ligor,,,
Ligor,,"/Ligurium/, the precious stone, /Liguire/",
Li H’ien,,Tartar ruler of Tangut,
Li H’ien,,/Likamankwas/ of Abyssinian kings,
Li-kiang fu,,,
Li-kiang fu,,/Limyrica/,
Lindley,,,
Lindsay,,Hon. R,
Lindsay,,/Linga/,
Linju,,,
Lin-ngan (Hang-chau),,,
Lin-ngan in Yun-nan,,,
Lintching-y,,or Linchinghien,
Lin-t’sing chau,,,
Lion and Sun,,,
Lions,,black,
Lions,,—— on the Oxus,
Lions,,Chinese notion of,
Lions,,—— (apparently for tigers) kept for the chase by Kúblái,
Lions,,skins of striped,
Lions,,how hunted with dogs (/See/ also Tigers.),
Lion’s Head Tablets,,,
Lion’s Head Tablets,,"/Lire/, various Venetian",
Lion’s Head Tablets,,—— of gold,
Lisbon,,,
Lissu,,or Lisau tribe,
Litai,,,
Litán,,rebellion of,
Lithang,,,
Little Orphan Rock,,,
Liu Pang,,founder of 1st Han dynasty,
Liu Pei (Luo Pé,,of the Han dynasty,
Liu Pei (Luo Pé,,/Livre des Merveille/,
Livres of gold,,,
Livres of gold,,—— Parisis,
Livres of gold,,—— Tournois,
Li Yuan-hao,,"founder of the Hsi Hsia dynasty, Tangut",
Lo,,tribes of S.W. China so-called,
Lo,,—— Chinese name of part of Siam,
Lob,,/see/ Lop,
Locac,,kingdom of,
Lockhart,,Dr. W,
Lockhart,,/Lokok/,
Lolo tribes,,,
Longevity of Brahmins and Jogis,,,
Longfellow,,,
Lop,,city and lake,
Lop,,desert,
Lophaburi,,,
Loping,,,
Lor,,/see/ Lúristan,
Lord,,Dr. Percival,
Löss,,brownish-yellow loam,
Loups cerviers (lynx),,,
Low castes,,,
Lowatong River,,,
Loyang,,Bridge of,
Lubán,,,
Lubán-Jáwi,,,
Lubán-Shehri,,,
Lubbies,,,
Lucky and unlucky hours and days,,,
Luddur Deo,,,
Luh-ho-ta Pagoda,,Hang-chau,
Lukon–Kiao (Hun-ho,,Pulisanghin River),
Lukyn Port,,,
Lung-yin,,,
Lúristan (Lor,,Lur),
Lúristan (Lor,,kingdom of Persia,
Lúristan (Lor,,Great and Little,
Lúristan (Lor,,character of Lurs or people of,
Lusignan,,John de,
Lút,,Desert of (Dasht-i-Lut),
Lu-tzu tribe,,,
Lynxes,,trained to hunt,
Lynxes,,in Cuncun,
Lynxes,,,
Ma Twan-lin,,the Chinese Pliny,
Maaden,,turquoise mines at,
Maatum,,or Nubia,
Ma’bar (Maabar,,i.e. Coromandel coast),
Ma’bar (Maabar,,province of India,
Ma’bar (Maabar,,its brother kings,
Ma’bar (Maabar,,pearl fishery,
Ma’bar (Maabar,,etymology,
Ma’bar (Maabar,,limits,
Ma’bar (Maabar,,obscurity of history,
Ma’bar (Maabar,,port visited by Polo,
Ma’bar (Maabar,,"nakedness of people, king, his jewels",
Ma’bar (Maabar,,"his wives, “Trusty Lieges,” treasure",
Ma’bar (Maabar,,horses imported,
Ma’bar (Maabar,,superstitious customs,
Ma’bar (Maabar,,ox-worship,
Ma’bar (Maabar,,"Govis, Ib.",
Ma’bar (Maabar,,no horses bred,
Ma’bar (Maabar,,other customs,
Ma’bar (Maabar,,mode of arrest for debt,
Ma’bar (Maabar,,great heat,
Ma’bar (Maabar,,regard for omens,
Ma’bar (Maabar,,"astrology, treatment of boys",
Ma’bar (Maabar,,"birds, girls consecrated to idols",
Ma’bar (Maabar,,customs in sleeping,
Ma’bar (Maabar,,ships at Madagascar,
Macartney’s Map,,,
Macgregor,,"Sir C, “Journey through Khorasan”",
Máchin,,city of (Canton),
Máchin,,Maháchin (Great China),
Máchin,,used by Persian writers as synonymous with Manzi,
Maclagan,,Major–General (R.E.),
Madagascar (Madeigascar,,,
Madagascar (Madeigascar,,confused with Magadoxo,
Madagascar (Madeigascar,,etymology,
Madagascar (Madeigascar,,traces of ancient Arab colonisation,
Mádái,,"Madavi, Maudoy",
Madjgars,,,
Madar–Des,,Eastern Pánjáb,
Madras,,,
Madura,,,
Maestro,,"or Great Bear, said to be invisible in Sumatra",
Magadha,,,
Magadoxo,,confused with Madagascar,
Magapatana,,near Ceylon,
Magi,,the three,
Magi,,legend as told by Mas’udi,
Magi,,source of fancies about,
Magi,,names assigned to,
Magic,,of Udyana,
Magic,,"Lamaitic, (/See/ also Sorcerers.)",
Magical darkness (dry fog and dust storms),,,
Magnet,,Mount,
Magyars,,,
Mahar Amlàk,,king of Abyssinia,
Mahavan,,,
Mahmúd Kalháti,,prince of Hormuz,
Mahmúd of Ghazni,,,
Mahmudiah Canal,,,
Mahomed (Mahommet,,,
Mahomed (Mahommet,,his account of Gog and Magog,
Mahomed (Mahommet,,his Paradise,
Mahomed (Mahommet,,his alleged prophecy of the Mongols,
Mahomed (Mahommet,,his use of mangonels,
Mahomed,,supposed worship of idols of,
Mahomed,,"—— II., uses the old engines of war",
Mahomed,,—— Tarahi,
Mahomed,,"—— Tughlak of Delhi, his copper token currency",
Mahomed,,—— Shah of Malacca,
Mahomedan revolts in China,,,
Mahomedan revolts in China,,—— conversion of Malacca,
Mahomedan revolts in China,,—— conversion of states in Sumatra,
Mahomedan revolts in China,,—— butchers in Kashmir,
Mahomedan revolts in China,,—— butchers in Maabar,
Mahomedan revolts in China,,—— king of Kayal,
Mahomedan revolts in China,,—— merchants at Kayal,
Mahomedan revolts in China,,—— settlements on Abyssinian coast,
Mahomedans (Saracens,,,
Mahomedans (Saracens,,in Turcomania,
Mahomedans (Saracens,,in and near Mausul,
Mahomedans (Saracens,,their universal hatred of Christians,
Mahomedans (Saracens,,in Tauris,
Mahomedans (Saracens,,in Persia,
Mahomedans (Saracens,,their hypocrisy about wine,
Mahomedans (Saracens,,at Yezd,
Mahomedans (Saracens,,Hormuz,
Mahomedans (Saracens,,Cobinan,
Mahomedans (Saracens,,Tonocain,
Mahomedans (Saracens,,Sapurgan,
Mahomedans (Saracens,,Taican,
Mahomedans (Saracens,,Badakhshan,
Mahomedans (Saracens,,"Wakhan, etc.",
Mahomedans (Saracens,,Kashgar,
Mahomedans (Saracens,,strife with Christians in Samarkand,
Mahomedans (Saracens,,Yarkand,
Mahomedans (Saracens,,Khotan,
Mahomedans (Saracens,,Pein,
Mahomedans (Saracens,,Charchan,
Mahomedans (Saracens,,Lop,
Mahomedans (Saracens,,Tangut,
Mahomedans (Saracens,,Chingintalas,
Mahomedans (Saracens,,Kanchau,
Mahomedans (Saracens,,Sinju,
Mahomedans (Saracens,,Egrigaia,
Mahomedans (Saracens,,"Tenduc, their half-breed progeny",
Mahomedans (Saracens,,"in northern frontier of China, alleged origin of",
Mahomedans (Saracens,,their gibes at Christians,
Mahomedans (Saracens,,Kúblái’s dislike of,
Mahomedans (Saracens,,in Yun-nan,
Mahomedans (Saracens,,in Champa,
Mahomedans (Saracens,,in Sumatra,
Mahomedans (Saracens,,troops in Ceylon,
Mahomedans (Saracens,,pilgrims to Adam’s Peak,
Mahomedans (Saracens,,honour St. Thomas,
Mahomedans (Saracens,,in Kesmacoran,
Mahomedans (Saracens,,in Madagascar,
Mahomedans (Saracens,,in Abyssinia,
Mahomedans (Saracens,,in Aden,
Mahomedans (Saracens,,outrage by,
Mahomedans (Saracens,,at Esher,
Mahomedans (Saracens,,Dufar,
Mahomedans (Saracens,,Calatu,
Mahomedans (Saracens,,Hormuz,
Mahomedans (Saracens,,Ahmad Sultan one,
Mailapúr (Shrine of St. Thomas),,,
Maiman,,,
Maiman,,"/Maistrè/, the word",
Maitreya Buddha,,,
Majapahit,,empire of (Java),
Majar (Menjar),,,
Major,,"R.H., on Australia",
Makdashan,,/see/ Magadoxo,
Malabar,,"Melibar, Malibar, Manibar",
Malabar,,fleets,
Malabar,,products,
Malabar,,"imports, Chinese ships in",
Malacca,,,
Malacca,,foundation of,
Malacca,,chronology,
Malacca,,Straits of,
Malaiur,,island and city,
Mal–Amir,,or Aidhej,
Malasgird,,,
Malay Peninsula,,,
Malay Peninsula,,invasion of Ceylon,
Malay Peninsula,,chronicle,
Malay Peninsula,,language,
Malay Peninsula,,origin of many geographical names,
Malayo,,or Tana Malayu,
Malcolm,,Sir John,
Maldive Islands,,,
Malé in Burma,,,
Male and Female Islands,,,
Male and Female Islands,,legend widely diffused,
Malifattan,,,
Malik al Dháhir,,king of Samudra,
Malik al Dháhir,,—— al Mansúr,
Malik al Dháhir,,"—— al Sálih, king of Samudra",
Malik al Dháhir,,—— Kafur,
Malli,,the,
Malpiero,,Gasparo,
Malte–Brun,,,
Malwa,,,
Mamaseni,,,
Mamre,,tree of,
Mán,,barbarians,
Man,,Col. Henry,
Manchu dynasty,,,
Mancopa,,,
Mandalé in Burma,,,
Mandarin language,,,
Mangalai,,third son of Kúblái,
Mangalai,,his palace,
Mangalore,,,
Mangla and Nebila Islands,,,
Mangonels made by Polos for attack of Saianfu,,,
Mangonels made by Polos for attack of Saianfu,,etymology,
Mangonels made by Polos for attack of Saianfu,,account of,
Mangonels made by Polos for attack of Saianfu,,a barbarous lubricant for,
Mangu (Mangkú,,Mongu) Khan,
Mangu (Mangkú,,Kúblái’s elder brother,
Mangu (Mangkú,,his death,
Mangu (Mangkú,,reign,
Mangu (Mangkú,,massacre at his funeral,
Mangu–Temur (Mungultemur),,,
Manjáník (Manjaniki),,,
Manjáník (Manjaniki,,—— Kumghá,
Manjanikis (Mangonellas). (/See/ Mangonels.),,,
Manji,,/see/ Manzi,
Manjushri,,Bodhisatva,
Manphul,,Pandit,
Mansur Shah,,,
Mantzé,,"Man-tzu, Mantszi, Aborigines",
Manuel,,"Comnenus, Emperor",
Manufactures,,Kúblái’s,
Manuscripts of Polo’s Book,,,
Manzi (Facfur,,king of,
Manzi (Facfur,,his flight,
Manzi (Facfur,,his charity,
Manzi (Facfur,,his effeminacy,
Manzi (Facfur,,his death,
Manzi (Facfur,,his palace at Kinsay,
Manzi (Facfur,,(/See/ Faghfur.,
Manzi (Facfur,,—— (Mangi) province,
Manzi (Facfur,,White City of the Frontier,
Manzi (Facfur,,entrance to,
Manzi (Facfur,,conquest of,
Manzi (Facfur,,character of the people,
Manzi (Facfur,,"its nine kingdoms, 1200 cities and squares",
Manzi (Facfur,,its bamboos,
Manzi (Facfur,,no sheep in,
Manzi (Facfur,,dialects,
Manzi (Facfur,,called Chin,
Manzi (Facfur,,ships and merchants in India,
Manzi (Facfur,,—— queen of,
Manzi (Facfur,,surrenders,
Manzi (Facfur,,her report of Kinsay,
Map,,constructed on Polo’s data,
Map,,Hereford,
Map,,Roger Bacon’s,
Map,,Marino Sanudo’s,
Map,,Medicean,
Map,,Catalan,
Map,,Fra Mauro’s,
Map,,Ruysch’s,
Map,,Mercator’s,
Map,,Sanson’s,
Mapillas,,or Moplahs,
Maps,,"allusions to, in Polo’s book",
Maps,,early mediaeval,
Maps,,of the Arabs,
Maps,,in the palace at Venice,
Marabia,,"Maravia, Maravi",
Marah Silu,,,
Mâramangalam,,site of Kolkhoi,
Marash,,,
Maratha,,,
Mardin (Merdin),,,
Mare’s milk,,/see/ Kumiz,
Margaritone,,,
Marignolli,,John,
Market days,,,
Markets in Kinsay,,,
Markets in Kinsay,,—— Squares in Kinsay,
Marks of Silver,,,
Marriage customs in Khotan,,,
Marriage customs in Khotan,,—— customs in Kanchau,
Marriage customs in Khotan,,—— customs of the Tartars,
Marriage customs in Khotan,,—— (posthumous) amongst Tartars,
Marriage customs in Khotan,,—— laxities of different peoples,
Marriage customs in Khotan,,—— laxities in Thibet,
Mar Sarghis,,,
Marsden’s edition of Polo,,,
Martin,,"Dr. Ernest, of French Legation at Pekin",
Martini,,,
Martini,,his /Atlas Sinensis/,
Martini,,his account of Kinsay,
Martyrs,,Franciscan,
Martyrs,,/Masálak-al-Absár/,
Mashhad (Meshed,,or Varsach River,
Mashiz,,,
Maskat,,,
Mastiff Dogs,,Keepers of the,
Mastiffs of Tibet,,/see/ Dogs,
Mastodon,,bogged,
Mas’ud II,,Ghiath ed-din-Seljuk dynasty,
Mas’udi,,,
Masulipatam,,,
Matchlocks,,manufacture at Kerman,
Matchlocks,,at Taianfu,
Ma-t’eu (Matu),,,
Mati Dhivaja,,/see/ Bashpah Lama,
Matitánana,,,
Matityna (Martinique),,,
Mätzner,,Eduard,
Maundevile,,Sir John (John a Beard),
Maundevile,,on lying in water,
Maundevile,,Cloths of Tartary,
Maundevile,,Trees of the Sun,
Maundevile,,Dry Tree,
Maundevile,,his Book of Travels,
Maundevile,,English version,
Maundevile,,his tomb,
Maung Maorong,,"or Pong, Shan kingdom",
Mauro,,"Fra, his map",
Mausul (Mosul,,kingdom of,
Mausul (Mosul,,"/Mauvenu/ (Malvennez), the phrase",
Mayers,,W.F,
Mayhew,,"A.L., on /Couvade/",
Mazandéran,,province,
Mazandéran,,"/Mecchino/, Ginger",
Medressehs at Sivas,,,
Mekhitar,,,
Mekong River (Lan-tsang kiang),,,
Mekrán,,often reckoned part of India,
Mekránis,,,
Melchior,,one of the Magi,
Melibar,,/see/ Malabar,
Melic,,the title,
Melons,,"dried, of Shibrgán",
Menangkabau,,,
Mendoza,,,
Menezes,,Duarte,
Mengki,,envoy to Java,
Menjar (Májar?),,,
Menuvair and Grosvair,,,
Merghuz Boirúk Khan,,,
Merkit (Mecrit,,"Mescript), a Tartar tribe",
Meshid (more correctly Mashhad),,,
Messengers,,Royal Mongol,
Mexico,,,
Meyer,,"Paul, /Alexandre le Grand/",
Miafarakain,,,
Miau-tzu,,,
Mien,,"Amien, Ava (Burma), king of",
Mien,,his battle with Tartars,
Mien,,City of,
Mien,,its gold and silver towers,
Mien,,how it was conquered,
Mien,,communications and war with Mongols,
Mien,,Chinese notices,
Mikado,,,
Military engines of the Middle Ages,,,
Military engines of the Middle Ages,,dissertation on,
Military engines of the Middle Ages,,two classes,
Military engines of the Middle Ages,,/Trébuchets/,
Military engines of the Middle Ages,,Balista,
Military engines of the Middle Ages,,"shot used, carrion, live men, bags of gold",
Military engines of the Middle Ages,,/Mangonel/,
Military engines of the Middle Ages,,Napoleon’s experiments with heavy shot,
Military engines of the Middle Ages,,size and accuracy,
Military engines of the Middle Ages,,length of range (Sanudo on),
Military engines of the Middle Ages,,effect of Mangonel on Saracens,
Military engines of the Middle Ages,,procured by Kúblái for siege of Siang-yang,
Military engines of the Middle Ages,,Chinese and Persian histories on,
Military engines of the Middle Ages,,known to Mongols and Chinese,
Military engines of the Middle Ages,,"the /Karabugha/, or /Calabra/",
Military engines of the Middle Ages,,the /P’ao/,
Milk,,"portable, or curd",
Milk,,rite of sprinkling Mare’s,
Million,,use of the numeral,
Millione,,"Millioni, nickname for Polo and his book",
Millioni,,Corte del,
Milne,,,
Minao district,,,
Mines and Minerals,,"/see/ Iron, Silver, etc",
Minever,,/see/ Menuvair,
Ming,,"the Chinese dynasty which ousted the Mongols, A.D. 1368",
Ming,,their changes in Peking,
Ming,,their paper-money,
Ming,,their effeminate customs,
Ming,,expeditions to India,
Ming,,annals,
Mingan,,Khan’s Master of Hounds,
Ming-ti,,Emperor,
Minján,,dialect of,
Minotto,,Professor A.S,
Min River (in Fokien),,,
Min River (in Fokien,,—— River (in Szech’wan),
Mint,,the Khan’s,
Mintsing-hien,,,
Mious River,,,
Miracle Stories,,,
Miracle Stories,,fish in Lent,
Miracle Stories,,Mountain moved,
Miracle Stories,,St. Barsamo’s girdles,
Miracle Stories,,Holy Fire,
Miracle Stories,,Stone at Samarkand,
Miracle Stories,,at St. Thomas’ Shrine,
Miracle Stories,,,
Mírat,,,
Mírat,,/Mire/ French for leech,
Mirkhond,,,
Mirobolans,,,
Mirobolans,,"/Miskál/, a weight. (/See/ also Saggio.)",
Mirobolans,,"/Misri/, sugar-candy",
Missionary Friars,,powers conferred on,
Missionary Friars,,in China in 14th century,
Missionary Friars,,—— Martyrs,
Moa of New Zealand,,,
Modhafferians,,the,
Modun Khotan (“Wood-ville”),,,
Moghistan,,,
Mohammed,,"son of Yusuf Kelefi, founder of Shíráz",
Mohammerah,,,
Mohiuddin,,,
